rank,candidate_id,v2_score,v1_score,fake_risk,current_title,profile_years,company,location,manual_override_note,risk_reasons,evidence_hits,feature_v1_score,feature_fit_score,feature_fake_risk,feature_title,feature_years,feature_retrieval,feature_ranking,feature_evaluation,feature_production,feature_relevance_system,feature_shipper,feature_llm,feature_skills,feature_company,feature_location,feature_behavior,feature_education,feature_raw_years_ideal,feature_raw_years_senior_band,feature_response_rate,feature_notice_fast,feature_open_to_work,feature_india_or_relocate,feature_target_city,feature_verified_strength,feature_github_strength,feature_top_rank_signal,feature_career_depth_signal,feature_availability_signal,feature_risk_safe
1,CAND_0030468,9.402256594,1.022343519,0.000,Senior Applied Scientist,5.4,Swiggy,"Indore, Madhya Pradesh",,,connect users with relevant information | relevant information at scale | ranking and retrieval systems | decide what to show | search & discovery | offline metrics | online numbers | offline experimentation,9.402257,0.922344,0.000000,0.950000,1.000000,0.412500,0.675000,0.500000,1.000000,1.000000,1.000000,0.000000,0.662354,0.980000,0.780000,0.797042,1.000000,0.680000,1.000000,0.780000,0.714286,1.000000,1.000000,0.000000,1.000000,0.450000,0.870000,0.788125,0.820960,1.000000
262,CAND_0000633,1.511696590,0.300610803,0.070,Software Engineer,6.4,Infosys,"Delhi, Delhi",,low profile completeness,semantic search | learning to rank | recommendation system | recommendation systems | a/b | shipped | drift | on-call,1.511697,0.480433,0.070000,0.500000,1.000000,0.062500,0.187500,0.250000,0.662500,0.000000,0.162500,0.325000,0.526468,0.440000,0.930000,0.563197,1.000000,0.880000,1.000000,0.640000,0.571429,1.000000,1.000000,1.000000,0.666667,0.000000,0.311875,0.168750,0.670993,0.930000
263,CAND_0021545,1.493152482,0.408121037,0.000,Senior Data Engineer,7.8,Acme Corp,"Hyderabad, Telangana",,,semantic search | recommendation system | recommendation systems | a/b | serving | shipped | drift | on-call,1.493152,0.529379,0.000000,0.500000,1.000000,0.062500,0.125000,0.250000,0.912500,0.000000,0.162500,0.575000,0.431973,0.980000,0.940000,0.518187,0.700000,0.840000,1.000000,0.500000,0.857143,0.000000,1.000000,1.000000,1.000000,0.000000,0.336875,0.193750,0.460846,1.000000
264,CAND_0076482,1.482220877,0.375474284,0.180,ML Engineer,6.6,Flipkart,Austin,,AI domain mismatch,retrieval | embedding | embeddings | pinecone | opensearch | pgvector | production | serving,1.482221,0.578174,0.180000,0.830000,1.000000,0.475000,0.000000,0.000000,0.550000,0.000000,0.000000,0.637500,0.690608,0.980000,0.610000,0.713578,1.000000,0.920000,1.000000,0.860000,0.571429,1.000000,1.000000,0.000000,0.666667,0.794000,0.331500,0.201250,0.786145,0.820000
265,CAND_0047799,1.478518385,0.353285989,0.000,Analytics Engineer,6.1,InMobi,"Trivandrum, Kerala",,,vector search | a/b | shipped | drift | on-call | scikit-learn | TensorFlow,1.478518,0.496172,0.000000,0.500000,1.000000,0.062500,0.000000,0.250000,0.750000,0.000000,0.250000,0.325000,0.252797,0.980000,0.730000,0.659185,0.580000,0.820000,1.000000,0.580000,0.285714,1.000000,1.000000,0.000000,0.666667,0.456000,0.287500,0.153125,0.651531,1.000000
266,CAND_0093883,1.478422143,0.265488993,0.000,AI Research Engineer,5.0,Wysa,"Bhubaneswar, Odisha",,,semantic search | retrieval | embedding | embeddings | bm25 | milvus | qdrant | opensearch,1.478422,0.534073,0.000000,0.600000,1.000000,0.600000,0.300000,0.000000,0.300000,0.000000,0.000000,0.387500,0.878508,0.980000,0.680000,0.656977,0.760000,0.600000,1.000000,0.560000,0.571429,1.000000,1.000000,0.000000,0.666667,0.000000,0.285000,0.255000,0.688505,1.000000
267,CAND_0062096,1.467611961,0.389076818,0.000,Senior Software Engineer,8.0,Vedantu,"Chandigarh, Chandigarh",,,vector search | serving | shipped | drift | on-call | scikit-learn | Deep Learning,1.467612,0.508565,0.000000,0.500000,1.000000,0.062500,0.000000,0.000000,1.000000,0.000000,0.250000,0.325000,0.288445,0.980000,0.830000,0.615499,0.520000,0.800000,1.000000,0.680000,0.857143,0.000000,1.000000,0.000000,1.000000,0.052000,0.300000,0.190625,0.544771,1.000000
268,CAND_0074291,1.464459265,0.277707100,0.000,Data Engineer,6.6,PharmEasy,"Coimbatore, Tamil Nadu",,,vector search | faiss | a/b | serving | shipped | MLflow,1.464459,0.462841,0.000000,0.500000,1.000000,0.125000,0.000000,0.250000,0.550000,0.000000,0.300000,0.325000,0.361136,0.620000,0.730000,0.509116,0.940000,0.920000,1.000000,0.500000,0.000000,1.000000,1.000000,0.000000,1.000000,0.641000,0.257500,0.143750,0.528647,1.000000
269,CAND_0032807,1.454455864,0.504451851,0.000,Machine Learning Engineer,4.2,CRED,"Trivandrum, Kerala",,,retrieval | embedding | embeddings | sentence transformers | milvus | pinecone | opensearch | recommendation system,1.454456,0.677328,0.000000,0.900000,0.760000,1.000000,0.325000,0.412500,0.487500,0.000000,0.487500,0.625000,0.991672,0.980000,0.730000,0.579835,1.000000,0.440000,0.000000,0.510000,0.285714,1.000000,1.000000,0.000000,0.333333,0.288000,0.449375,0.436875,0.602291,1.000000
270,CAND_0011327,1.443956546,0.403546977,0.000,AI Research Engineer,6.3,Krutrim,"Gurgaon, Haryana",,,semantic search | retrieval | sentence transformers | opensearch | ranking | production | serving | MLflow,1.443957,0.544131,0.000000,0.600000,1.000000,0.350000,0.300000,0.000000,0.550000,0.000000,0.000000,1.000000,0.355952,0.980000,0.900000,0.769986,0.640000,0.860000,1.000000,0.790000,0.571429,1.000000,1.000000,1.000000,1.000000,0.000000,0.322500,0.230000,0.791209,1.000000
271,CAND_0094728,1.441830106,0.313284883,0.000,AI Specialist,6.5,Swiggy,"Chennai, Tamil Nadu",,,retrieval | embedding | embeddings | bm25 | qdrant | opensearch | pgvector | ranking,1.441830,0.566607,0.000000,0.680000,1.000000,0.537500,0.162500,0.000000,0.550000,0.000000,0.000000,1.000000,0.784816,0.980000,0.830000,0.540763,0.760000,0.900000,1.000000,0.480000,0.857143,0.000000,1.000000,0.000000,0.333333,0.681000,0.319000,0.249375,0.464877,1.000000
272,CAND_0026344,1.438633358,0.254328940,0.000,Software Engineer,5.8,Tech Mahindra,"Ahmedabad, Gujarat",,,weaviate | shipped | drift | on-call | Kubeflow,1.438633,0.405811,0.000000,0.500000,1.000000,0.062500,0.000000,0.000000,0.750000,0.000000,0.250000,0.325000,0.164365,0.060000,0.730000,0.657174,0.350000,0.760000,1.000000,0.750000,0.571429,1.000000,1.000000,0.000000,0.666667,0.685000,0.262500,0.153125,0.736084,1.000000
273,CAND_0010149,1.438116866,0.230131138,0.180,ML Engineer,6.9,Glance,"Bangalore, Karnataka",,AI domain mismatch,vector search | milvus | elasticsearch | learning to rank | ranking | production | PEFT,1.438117,0.579199,0.180000,0.830000,1.000000,0.187500,0.312500,0.000000,0.300000,0.000000,0.000000,0.437500,0.745682,0.980000,0.990000,0.773915,1.000000,0.980000,1.000000,0.820000,0.285714,1.000000,1.000000,1.000000,1.000000,0.180000,0.356500,0.154375,0.757423,0.820000
274,CAND_0075489,1.434589264,0.361228249,0.070,Analytics Engineer,6.5,Meesho,"Noida, Uttar Pradesh",,low profile completeness,qdrant | recommendation system | recommendation systems | a/b | serving | shipped | drift | on-call,1.434589,0.529835,0.070000,0.500000,1.000000,0.062500,0.125000,0.250000,0.912500,0.000000,0.162500,0.325000,0.405708,0.980000,1.000000,0.555451,0.700000,0.900000,1.000000,0.810000,0.571429,1.000000,1.000000,1.000000,0.666667,0.000000,0.336875,0.193750,0.710395,0.930000
275,CAND_0099108,1.429638257,0.346383004,0.000,Software Engineer,7.3,Dream11,"Kolkata, West Bengal",,,information retrieval | retrieval | pgvector | serving | shipped | drift | on-call | PEFT,1.429638,0.470331,0.000000,0.500000,1.000000,0.187500,0.000000,0.000000,0.912500,0.000000,0.162500,0.387500,0.407537,0.480000,0.830000,0.580180,0.520000,0.940000,1.000000,0.560000,0.285714,1.000000,1.000000,0.000000,0.333333,0.414000,0.286875,0.200000,0.614929,1.000000
276,CAND_0076959,1.418260902,0.293705919,0.000,Software Engineer,7.6,Zoho,Austin,,,opensearch | a/b | drift | on-call | MLflow,1.418261,0.433728,0.000000,0.500000,1.000000,0.062500,0.000000,0.250000,0.500000,0.000000,0.000000,0.387500,0.154279,0.620000,0.610000,0.694468,0.940000,0.880000,1.000000,0.680000,0.571429,1.000000,1.000000,0.000000,1.000000,0.651000,0.250000,0.090625,0.733502,1.000000
277,CAND_0051004,1.414942618,0.515024950,0.000,Senior Data Scientist,4.7,CRED,"Delhi, Delhi",,,semantic search | vector search | retrieval | embedding | embeddings | qdrant | pinecone | recommendation system,1.414943,0.670513,0.000000,0.870000,0.860000,1.000000,0.325000,0.250000,0.162500,0.000000,0.487500,0.625000,1.000000,0.980000,1.000000,0.721217,1.000000,0.540000,0.000000,0.410000,1.000000,1.000000,1.000000,1.000000,1.000000,0.308000,0.375375,0.388125,0.740987,1.000000
278,CAND_0089464,1.414795554,0.318495684,0.000,Data Engineer,6.1,Zoho,"Noida, Uttar Pradesh",,,information retrieval | retrieval | weaviate | a/b | shipped | scikit-learn | Kubeflow,1.414796,0.489644,0.000000,0.500000,1.000000,0.187500,0.000000,0.250000,0.300000,0.000000,0.300000,0.325000,0.313791,0.980000,1.000000,0.596893,0.880000,0.820000,1.000000,0.730000,0.285714,1.000000,1.000000,1.000000,0.666667,0.628000,0.220000,0.121875,0.664114,1.000000
279,CAND_0032887,1.413772721,0.360705697,0.000,ML Engineer,6.1,Niramai,Singapore,,,qdrant | elasticsearch | production | NLP | Hugging Face Transformers | Kubeflow,1.413773,0.495409,0.000000,0.830000,1.000000,0.125000,0.000000,0.000000,0.300000,0.000000,0.000000,0.125000,0.393950,0.980000,0.290000,0.831719,0.760000,0.820000,1.000000,0.810000,0.714286,1.000000,0.000000,0.000000,0.666667,0.518000,0.294000,0.076250,0.842331,1.000000
280,CAND_0035764,1.411784225,0.299265859,0.000,Senior Software Engineer (ML),6.8,Zomato,"Kochi, Kerala",,,retrieval | sentence transformers | bm25 | weaviate | elasticsearch | ranking | recommendation system | recommendation systems,1.411784,0.535158,0.000000,0.620000,1.000000,0.412500,0.425000,0.000000,0.550000,0.000000,0.000000,0.575000,0.811164,0.840000,0.730000,0.629460,0.350000,0.960000,1.000000,0.380000,0.285714,1.000000,1.000000,0.000000,0.666667,0.000000,0.353500,0.270625,0.589641,1.000000
281,CAND_0074345,1.407126051,0.385340956,0.070,Analytics Engineer,6.0,Zomato,"Bangalore, Karnataka",,low profile completeness,information retrieval | retrieval | sentence transformers | a/b | serving | shipped | drift | on-call,1.407126,0.550827,0.070000,0.500000,1.000000,0.187500,0.000000,0.250000,1.000000,0.000000,0.250000,0.450000,0.452283,0.980000,0.890000,0.647456,0.820000,0.800000,1.000000,0.570000,0.571429,1.000000,1.000000,1.000000,0.666667,0.000000,0.325000,0.221875,0.687197,0.930000
282,CAND_0000981,1.402389333,0.350403852,0.000,ML Engineer,6.4,Wysa,"Bhubaneswar, Odisha",,,semantic search | retrieval | pinecone | opensearch | pgvector | ranking | production | MLflow,1.402389,0.552394,0.000000,0.830000,1.000000,0.412500,0.250000,0.000000,0.300000,0.000000,0.000000,1.000000,0.588283,0.980000,0.730000,0.394921,0.880000,0.880000,1.000000,0.550000,0.000000,0.000000,1.000000,0.000000,0.666667,0.703000,0.344000,0.198125,0.295468,1.000000
283,CAND_0025640,1.398675879,0.223979078,0.070,AI Research Engineer,5.6,HCL,"Jaipur, Rajasthan",,low profile completeness,semantic search | information retrieval | retrieval | faiss | opensearch | elasticsearch | ranking | recommendation system,1.398676,0.534084,0.070000,0.600000,1.000000,0.375000,0.375000,0.000000,0.300000,0.000000,0.000000,0.812500,0.930516,0.800000,0.730000,0.759814,1.000000,0.720000,1.000000,0.870000,0.857143,1.000000,1.000000,0.000000,0.666667,0.000000,0.300000,0.213750,0.849997,0.930000
284,CAND_0089498,1.391891659,0.321008309,0.000,AI Specialist,5.8,Genpact AI,"Chennai, Tamil Nadu",,,retrieval | weaviate | opensearch | ranking | production | RAG | Fine-tuning LLMs | PyTorch,1.391892,0.465560,0.000000,0.680000,1.000000,0.287500,0.162500,0.000000,0.300000,0.000000,0.000000,0.575000,0.495309,0.480000,0.680000,0.490932,1.000000,0.760000,1.000000,0.400000,0.571429,0.000000,1.000000,0.000000,0.666667,0.619000,0.281500,0.149375,0.382087,1.000000
285,CAND_0061550,1.390491939,0.263073012,0.180,ML Engineer,5.3,Infosys,"Noida, Uttar Pradesh",,AI domain mismatch,semantic search | sentence transformers | pgvector | production | serving | QLoRA | PyTorch,1.390492,0.490661,0.180000,0.830000,1.000000,0.187500,0.000000,0.000000,0.550000,0.000000,0.000000,0.250000,0.481490,0.060000,1.000000,0.638683,1.000000,0.660000,1.000000,0.600000,0.714286,1.000000,1.000000,1.000000,0.666667,0.423000,0.331500,0.129375,0.712616,0.820000
286,CAND_0098595,1.383625289,0.284879007,0.000,Senior Data Engineer,7.3,Capgemini,"Delhi, Delhi",,,a/b | shipped | drift | on-call | PyTorch | BentoML | Kubeflow,1.383625,0.422138,0.000000,0.500000,1.000000,0.000000,0.000000,0.250000,0.662500,0.000000,0.162500,0.325000,0.146572,0.060000,1.000000,0.594470,0.820000,0.940000,1.000000,0.560000,0.857143,0.000000,1.000000,1.000000,0.666667,0.000000,0.274375,0.115625,0.506359,1.000000
287,CAND_0018476,1.383437001,0.318480943,0.000,Backend Engineer,5.2,Ola,"Delhi, Delhi",,,semantic search | learning to rank | a/b | shipped | drift | on-call | PyTorch | MLflow,1.383437,0.510708,0.000000,0.500000,1.000000,0.062500,0.062500,0.250000,0.800000,0.000000,0.300000,0.325000,0.411336,0.840000,0.930000,0.488119,0.880000,0.640000,1.000000,0.200000,0.000000,1.000000,1.000000,1.000000,0.333333,0.360000,0.307500,0.178125,0.445247,1.000000
288,CAND_0051486,1.382685404,0.227672035,0.000,AI Specialist,5.9,Aganitha,"Bhubaneswar, Odisha",,,vector search | retrieval | qdrant | pinecone | learning to rank | ranking | production | LLMs,1.382685,0.528889,0.000000,0.680000,1.000000,0.350000,0.362500,0.000000,0.300000,0.000000,0.000000,0.512500,0.722960,0.980000,0.680000,0.552811,0.880000,0.780000,1.000000,0.600000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.321500,0.205000,0.571124,1.000000
289,CAND_0050022,1.379506462,0.363840740,0.000,Senior Data Engineer,7.5,Hooli,"Kolkata, West Bengal",,,embedding | embeddings | a/b | serving | shipped | drift | on-call | MLOps,1.379506,0.472858,0.000000,0.500000,1.000000,0.125000,0.000000,0.250000,0.912500,0.000000,0.162500,0.325000,0.170295,0.620000,0.830000,0.503542,0.520000,0.900000,1.000000,0.510000,0.285714,1.000000,1.000000,0.000000,0.333333,0.419000,0.311875,0.184375,0.571774,1.000000
290,CAND_0069366,1.379209454,0.352467284,0.000,Backend Engineer,6.7,Razorpay,"Chandigarh, Chandigarh",,,vector search | a/b | shipped | drift | on-call | NLP | Kubeflow,1.379209,0.494987,0.000000,0.500000,1.000000,0.062500,0.000000,0.250000,0.750000,0.000000,0.250000,0.325000,0.216534,0.980000,0.730000,0.617123,0.700000,0.940000,1.000000,0.200000,0.571429,1.000000,1.000000,0.000000,0.333333,0.739000,0.287500,0.153125,0.582563,1.000000
291,CAND_0098200,1.373592105,0.311615338,0.000,Data Engineer,5.4,Mindtree,"Indore, Madhya Pradesh",,,opensearch | serving | drift | on-call,1.373592,0.469381,0.000000,0.500000,1.000000,0.062500,0.000000,0.000000,0.750000,0.000000,0.000000,0.325000,0.131676,0.800000,0.830000,0.705284,1.000000,0.680000,1.000000,0.460000,0.571429,1.000000,1.000000,0.000000,0.333333,0.564000,0.262500,0.128125,0.682828,1.000000
292,CAND_0002957,1.363400909,0.340463435,0.000,Senior Data Engineer,6.0,Paytm,Seattle,,,bm25 | pinecone | elasticsearch | a/b | shipped | drift | on-call | RAG,1.363401,0.510884,0.000000,0.500000,1.000000,0.187500,0.000000,0.250000,0.750000,0.000000,0.250000,0.387500,0.408287,0.980000,0.610000,0.578543,1.000000,0.800000,1.000000,0.550000,0.000000,1.000000,1.000000,0.000000,0.666667,0.000000,0.287500,0.184375,0.568917,1.000000
293,CAND_0013283,1.360355032,0.344715456,0.000,Data Engineer,7.3,BYJU'S,"Jaipur, Rajasthan",,,vector search | recommendation system | recommendation systems | shipped | drift | on-call,1.360355,0.486382,0.000000,0.500000,1.000000,0.062500,0.125000,0.000000,0.750000,0.000000,0.250000,0.325000,0.271193,0.980000,0.730000,0.469801,0.820000,0.940000,1.000000,0.750000,0.285714,0.000000,1.000000,0.000000,1.000000,0.304000,0.287500,0.178125,0.418278,1.000000
294,CAND_0010903,1.357435004,0.322438468,0.070,Senior Data Engineer,8.0,Cognizant,"Noida, Uttar Pradesh",,low profile completeness,milvus | recommendation system | recommendation systems | serving | shipped | drift | on-call | MLOps,1.357435,0.522340,0.070000,0.500000,1.000000,0.062500,0.125000,0.000000,1.000000,0.000000,0.250000,0.325000,0.365885,0.800000,1.000000,0.563191,0.940000,0.800000,1.000000,0.670000,0.000000,1.000000,1.000000,1.000000,0.666667,0.000000,0.325000,0.215625,0.592776,0.930000
295,CAND_0090506,1.351781120,0.255884024,0.070,Data Engineer,5.2,Wayne Enterprises,"Ahmedabad, Gujarat",,low profile completeness,faiss | shipped | drift | on-call | BentoML,1.351781,0.443634,0.070000,0.500000,1.000000,0.062500,0.000000,0.000000,0.750000,0.000000,0.250000,0.325000,0.174708,0.240000,0.830000,0.690400,1.000000,0.640000,1.000000,0.440000,0.857143,1.000000,1.000000,0.000000,0.333333,0.724000,0.262500,0.153125,0.714732,0.930000
296,CAND_0072364,1.350971369,0.280691252,0.000,Analytics Engineer,6.6,Cognizant,Seattle,,,semantic search | vector search | a/b | shipped | drift | on-call | LLMs | BentoML,1.350971,0.419477,0.000000,0.500000,1.000000,0.125000,0.000000,0.250000,0.750000,0.000000,0.250000,0.450000,0.400552,0.060000,0.610000,0.474522,0.520000,0.920000,1.000000,0.680000,0.571429,0.000000,1.000000,0.000000,0.666667,0.428000,0.287500,0.168750,0.445523,1.000000
297,CAND_0000665,1.349853701,0.364152346,0.000,Senior Software Engineer,6.2,PharmEasy,"Pune, Maharashtra",,,embedding | embeddings | recommendation system | recommendation systems | shipped | drift | on-call | NLP,1.349854,0.503975,0.000000,0.500000,1.000000,0.125000,0.125000,0.000000,0.662500,0.000000,0.162500,0.325000,0.362349,0.980000,1.000000,0.542775,0.940000,0.840000,1.000000,0.190000,0.285714,1.000000,1.000000,1.000000,0.666667,0.577000,0.274375,0.171875,0.507467,1.000000
298,CAND_0082793,1.342645748,0.375146009,0.000,Data Engineer,7.2,Stark Industries,"Trivandrum, Kerala",,,qdrant | opensearch | a/b | shipped | drift | on-call | Fine-tuning LLMs,1.342646,0.516383,0.000000,0.500000,1.000000,0.125000,0.000000,0.250000,0.800000,0.000000,0.300000,0.575000,0.373618,0.980000,0.830000,0.587236,0.520000,0.960000,1.000000,0.580000,0.285714,1.000000,1.000000,0.000000,0.333333,0.416000,0.295000,0.181250,0.622752,1.000000
299,CAND_0040480,1.335973281,0.303964357,0.000,Senior Data Engineer,5.4,Initech,"Jaipur, Rajasthan",,,bm25 | qdrant | learning to rank | serving | shipped | LoRA | MLflow,1.335973,0.448647,0.000000,0.500000,1.000000,0.125000,0.062500,0.000000,0.500000,0.000000,0.250000,0.387500,0.468235,0.620000,0.680000,0.489832,0.940000,0.680000,1.000000,0.750000,0.285714,0.000000,1.000000,0.000000,0.666667,0.608000,0.237500,0.143750,0.426290,1.000000
300,CAND_0001930,1.334645021,0.325537167,0.000,Senior Software Engineer (ML),6.9,Dream11,"Kolkata, West Bengal",,,retrieval | embedding | embeddings | milvus | ranking | production | Fine-tuning LLMs | QLoRA,1.334645,0.502994,0.000000,0.620000,1.000000,0.350000,0.250000,0.000000,0.300000,0.000000,0.000000,0.637500,0.552578,0.980000,0.680000,0.615386,0.640000,0.980000,1.000000,0.650000,0.000000,1.000000,1.000000,0.000000,0.666667,0.763000,0.281000,0.182500,0.608655,1.000000
